Varlık,Fiyat,Supertrend_Sinyal,Tilson_Sinyal,Hacim_SMI,Kombine_Dip,SSL&EMA_Sinyal,BB_Sikisma,BB_Fiyat_Durum,BB_Bant_Durum,Destek_Direnc,Alim_Bandi,Satim_Bandi,EMA_200_Durumu,RSI,StochRSI,TSI
GEDZA,27.92,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA100 Destek: 27.36 (%2.0 altta) | EMA5 Direnç: 28.76 (%3.0 üstte),-,-,22.41,44.91,2.8,-0.75
GENIL,9.75,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA55 Destek: 9.59 (%1.7 altta),-,13.04-14.41 (%33.7 üstte),45.09,52.56,98.07,0.6
GENKM,10.5,🔴 Düşüş Trendinde,🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 11.71 (%11.5 üstte),-,-,-,37.34,,-0.53
GENTS,5.3,🔴 Düşüş Trendinde,🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Direnç: 5.44 (%2.6 üstte),2.78-2.90 (%45.2 altta),11.81-13.62 (%122.8 üstte),-2.54,31.3,4.42,-0.95
GEREL,44.24,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 40.54 (%8.4 altta),7.71-9.27 (%79.0 altta),-,175.22,60.7,35.82,-0.02
GESAN,82.0,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 79.05 (%3.6 altta),41.48-44.50 (%45.7 altta),95.55-116.50 (%16.5 üstte),64.36,63.41,35.09,0.64
GIPTA,67.65,🟢 Yükseliş Trendinde,⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,-,🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA100 Destek: 65.63 (%3.0 altta) | EMA21 Direnç: 69.18 (%2.3 üstte),-,-,-,47.8,26.34,-0.9
GLBMD,11.7,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 9.80 (%16.2 altta) | EMA100 Direnç: 12.00 (%2.6 üstte),9.65-10.99 (%6.1 altta),14.37-18.07 (%22.8 üstte),19.35,41.0,5.44,0.25
GLCVY,53.05,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 43.63 (%17.8 altta) | EMA5 Direnç: 53.94 (%1.7 üstte),-,-,21.59,36.99,11.69,-0.89
GLRMK,169.6,🔴 Düşüş Trendinde,⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Destek: 163.51 (%3.6 altta) | EMA55 Direnç: 170.97 (%0.8 üstte),-,-,-,48.11,21.31,-0.77
GLRYH,3.0,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 3.07 (%2.4 üstte),-,-,-8.85,34.22,0.95,-0.84
GLYHO,17.34,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 17.04 (%1.8 altta),-,-,119.09,59.55,13.13,0.65
GMTAS,46.7,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 45.67 (%2.2 altta),-,-,211.17,61.29,13.58,0.28
GOKNR,22.8,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA100 Destek: 22.79 (%0.0 altta) | EMA55 Direnç: 23.03 (%1.0 üstte),19.75-20.60 (%9.6 altta),26.97-29.45 (%18.3 üstte),-,47.65,10.2,0.02
GOLDA,12.53,-,-,-,-,-,-,-,-,EMA5 Direnç: 14.66 (%17.0 üstte),-,-,-,,,
GOLTS,290.75,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 268.58 (%7.6 altta) | EMA5 Direnç: 301.55 (%3.7 üstte),-,473.34-531.44 (%62.8 üstte),8.25,33.41,2.47,-0.94
GOODY,2.54,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 2.64 (%3.8 üstte),2.47-2.61 (fiyat bandın içinde!),4.26-4.70 (%67.8 üstte),-11.34,41.53,0.93,-0.6
GOZDE,25.58,🟢 Yükseliş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🚨Fiyat Bandın Üzerinde!,0.39,EMA5 Destek: 23.99 (%6.2 altta),-,26.86-28.34 (%5.0 üstte),30.21,62.9,80.64,0.82
GRNYO,15.3,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA100 Destek: 13.54 (%11.5 altta) | EMA5 Direnç: 15.42 (%0.8 üstte),7.85-8.37 (%45.3 altta),-,47.51,44.64,8.29,-0.96
GRSEL,339.5,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 335.50 (%1.2 altta),-,-,95.28,54.99,88.73,0.5
GRTHO,242.0,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,-,🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA100 Destek: 237.74 (%1.8 altta) | EMA5 Direnç: 243.53 (%0.6 üstte),-,-,-,46.6,92.46,0.47
GSDDE,13.14,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 13.11 (%0.2 altta),-,-,49.31,54.13,8.29,-0.11
GSDHO,4.79,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA100 Destek: 4.56 (%4.8 altta) | EMA55 Direnç: 4.90 (%2.3 üstte),3.35-3.54 (%26.1 altta),-,23.48,45.5,0.18,-0.41
GSRAY,1.02,🔴 Düşüş Trendinde,🔴 SAT,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Destek: 1.01 (%1.0 altta) | EMA21 Direnç: 1.08 (%5.6 üstte),-,6.85-9.63 (%571.6 üstte),-66.59,39.81,17.4,-0.8
GUBRF,446.25,🔴 Düşüş Trendinde,⏳ BEKLE,🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Destek: 433.27 (%2.9 altta) | EMA21 Direnç: 465.41 (%4.3 üstte),216.90-233.40 (%47.7 altta),-,55.5,47.63,9.94,-0.93
GUNDG,1826.0,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,-,-,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA21 Destek: 1374.88 (%24.7 altta) | EMA5 Direnç: 1893.66 (%3.7 üstte),-,-,-,62.91,35.24,0.88
GWIND,23.96,🟢 Yükseliş Trendinde,🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 21.48 (%10.4 altta) | EMA5 Direnç: 24.56 (%2.5 üstte),-,-,11.55,42.99,11.98,-0.9
GZNMI,60.3,🔴 Düşüş Trendinde,🔴 SAT,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 61.88 (%2.6 üstte),-,62.50-87.15 (%3.6 üstte),-6.35,41.29,69.04,-0.56
HALKB,37.02,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA55 Destek: 36.25 (%2.1 altta) | EMA5 Direnç: 38.25 (%3.3 üstte),-,-,60.61,44.5,7.87,-0.37
HATEK,11.35,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,🚨Fiyat Bandın Altında!,-11.99,EMA200 Direnç: 13.59 (%19.7 üstte),-,-,-16.49,31.64,6.02,-0.72
HATSN,56.95,🟢 Yükseliş Trendinde,🔴 SAT,-,-,-,⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA21 Destek: 52.79 (%7.3 altta) | EMA5 Direnç: 57.56 (%1.1 üstte),-,53.05-63.10 (fiyat bandın içinde!),-,56.53,13.17,0.48
HDFGS,2.64,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA100 Destek: 2.59 (%1.8 altta) | EMA5 Direnç: 2.65 (%0.4 üstte),1.13-1.21 (%54.2 altta),-,18.46,45.19,22.76,-0.59
HEDEF,267.25,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),🩸 SAT (Zirveden Dönüş),🔴 ZİRVEDE,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🚨Fiyat Bandın Üzerinde!,0.35,EMA5 Destek: 240.57 (%10.0 altta),-,-,637.18,79.98,81.07,0.93
HEKTS,2.93,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 3.05 (%3.9 üstte),-,30.60-32.94 (%944.4 üstte),-69.28,41.42,0.44,-0.93
HKTM,11.09,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Destek: 11.05 (%0.4 altta) | EMA21 Direnç: 12.16 (%9.7 üstte),-,17.85-20.34 (%61.0 üstte),-31.99,42.35,9.79,-0.88
HLGYO,4.55,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA55 Destek: 4.40 (%3.4 altta) | EMA5 Direnç: 4.92 (%8.0 üstte),0.69-0.78 (%82.8 altta),-,55.37,42.63,0.0,-0.59
HOROZ,55.55,🔴 Düşüş Trendinde,🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 59.00 (%6.2 üstte),-,-,-,40.53,0.56,-0.89
HRKET,94.95,🟢 Yükseliş Trendinde,🔴 SAT,-,-,-,-,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA21 Destek: 90.95 (%4.2 altta) | EMA5 Direnç: 97.13 (%2.3 üstte),59.10-64.60 (%32.0 altta),-,-,55.13,17.52,0.35
HTTBT,38.4,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Destek: 37.93 (%1.2 altta) | EMA100 Direnç: 39.29 (%2.3 üstte),-,44.10-46.50 (%14.8 üstte),27.0,43.99,14.53,-0.82
HUBVC,2.78,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 2.41 (%13.4 altta) | EMA5 Direnç: 2.87 (%3.2 üstte),1.53-1.70 (%38.8 altta),-,15.44,42.09,16.63,-0.85
HUNER,3.55,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA55 Direnç: 3.56 (%0.3 üstte),2.93-3.10 (%12.7 altta),4.38-5.04 (%23.4 üstte),-9.04,49.77,21.75,-0.27
HURGZ,7.64,🟢 Yükseliş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 7.07 (%7.5 altta),4.05-5.14 (%32.7 altta),-,49.39,58.11,35.51,-0.67
ICBCT,21.88,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 21.85 (%0.1 altta),11.92-14.92 (%31.8 altta),-,65.32,58.16,13.1,0.29
ICUGS,5.43,🟢 Yükseliş Trendinde,⏳ BEKLE,🩸 SAT (Zirveden Dönüş),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA21 Destek: 5.09 (%6.3 altta) | EMA5 Direnç: 5.55 (%2.3 üstte),-,-,92.1,57.3,8.44,-0.55
IDGYO,3.54,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Direnç: 3.76 (%6.3 üstte),2.09-2.57 (%27.4 altta),6.40-7.35 (%80.8 üstte),-5.95,43.27,20.12,0.13
IEYHO,174.2,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 163.56 (%6.1 altta),0.71-0.75 (%99.6 altta),-,355.71,97.41,50.69,0.99
IHAAS,50.7,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA100 Destek: 47.66 (%6.0 altta) | EMA5 Direnç: 55.49 (%9.5 üstte),12.87-13.78 (%72.8 altta),-,35.79,41.79,2.51,-0.77
IHEVA,2.02,🔴 Düşüş Trendinde,🔴 SAT,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Destek: 2.02 (%0.2 altta) | EMA200 Direnç: 2.07 (%2.5 üstte),-,2.17-2.34 (%7.4 üstte),-2.4,40.15,15.58,-0.92
IHGZT,1.18,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 1.24 (%5.1 üstte),0.62-0.66 (%44.1 altta),1.82-2.14 (%54.2 üstte),-10.82,28.53,0.0,-0.96
IHLAS,1.03,🔴 Düşüş Trendinde,🔴 SAT,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 1.09 (%6.2 üstte),-,2.25-2.56 (%118.4 üstte),-39.32,25.7,0.0,-0.9
IHLGM,1.58,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 1.66 (%4.9 üstte),0.64-0.70 (%55.7 altta),-,-7.56,32.45,0.0,-0.94
IHYAY,1.26,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 1.33 (%5.4 üstte),0.63-0.70 (%44.4 altta),4.67-5.23 (%270.6 üstte),-36.77,25.59,1.33,-0.97
IMASM,2.41,🔴 Düşüş Trendinde,🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 2.66 (%10.4 üstte),2.23-2.78 (fiyat bandın içinde!),-,-42.76,26.45,6.66,-0.97
INDES,10.2,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA55 Destek: 9.15 (%10.3 altta) | EMA21 Direnç: 10.28 (%0.8 üstte),5.94-6.20 (%39.2 altta),-,48.66,51.72,10.26,-0.65
INFO,7.37,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 6.55 (%11.1 altta),-,-,139.74,66.48,45.12,0.79
INGRM,399.0,🔴 Düşüş Trendinde,🔴 SAT,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Destek: 397.12 (%0.5 altta) | EMA21 Direnç: 414.81 (%4.0 üstte),332.25-367.25 (%8.0 altta),529.50-592.50 (%32.7 üstte),5.22,47.29,6.15,-0.76
INTEK,317.25,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 316.52 (%0.2 altta) | EMA100 Direnç: 330.98 (%4.3 üstte),-,431.25-463.00 (%35.9 üstte),13.8,56.26,82.52,0.72
INTEM,267.25,🔴 Düşüş Trendinde,⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Destek: 258.73 (%3.2 altta) | EMA55 Direnç: 272.57 (%2.0 üstte),-,-,27.7,47.54,30.14,-0.78
INVEO,7.12,🔴 Düşüş Trendinde,🔴 SAT,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 7.52 (%5.7 üstte),5.79-6.25 (%12.2 altta),9.19-10.25 (%29.1 üstte),-7.92,40.73,5.41,-0.49
INVES,758.0,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),🟡 RİSKLİ AL (0 Üstü - Hacimsiz),-,-,🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 701.89 (%7.4 altta),183.50-210.00 (%72.3 altta),-,-,68.95,47.52,0.72
ISATR,4950000.0,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 4949999.98 (%0.0 altta) | EMA21 Direnç: 4956775.82 (%0.1 üstte),300995.94-307995.84 (%93.8 altta),-,50.77,5.39,59.26,
ISBIR,75.75,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA21 Destek: 74.43 (%1.7 altta) | EMA55 Direnç: 82.21 (%8.5 üstte),-,115.80-129.99 (%52.9 üstte),-11.13,49.7,51.91,-0.73
ISBTR,500000.0,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 491120.13 (%1.8 altta),4271.97-43898.61 (%91.2 altta),-,39.78,55.53,56.35,0.79
ISCTR,12.36,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 9.96 (%19.4 altta) | EMA100 Direnç: 12.80 (%3.6 üstte),10.65-11.73 (%5.1 altta),-,24.11,40.24,0.0,-0.43
ISDMR,52.75,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA21 Destek: 51.71 (%2.0 altta) | EMA5 Direnç: 54.68 (%3.7 üstte),32.77-33.83 (%35.9 altta),-,50.82,55.18,0.0,0.0
ISFIN,20.1,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 19.86 (%1.2 altta),-,-,50.71,53.27,31.52,-0.17
ISGSY,19.02,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA21 Destek: 18.71 (%1.7 altta),3.38-3.88 (%79.6 altta),-,112.34,52.13,16.46,-0.32
ISGYO,26.16,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 25.94 (%0.9 altta),17.74-19.47 (%25.6 altta),-,54.92,60.77,46.38,0.84
ISKPL,7.35,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 5.58 (%24.1 altta) | EMA5 Direnç: 8.10 (%10.1 üstte),-,-,31.81,40.81,14.58,-0.79
ISKUR,4125000.0,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,-,⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 3442088.66 (%16.6 altta),-,-,-,61.22,88.64,0.43
ISMEN,34.02,🔴 Düşüş Trendinde,🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 27.64 (%18.7 altta) | EMA5 Direnç: 35.16 (%3.4 üstte),-,-,23.06,37.29,11.02,-0.88
ISSEN,6.95,🔴 Düşüş Trendinde,🔴 SAT,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA5 Direnç: 7.10 (%2.1 üstte),-,22.03-29.24 (%217.0 üstte),-33.26,38.73,2.41,-0.93
ISVEA,44.0,-,-,-,-,-,-,-,-,EMA5 Destek: 37.30 (%15.2 altta),-,-,-,,,
ISYAT,7.49,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,🚨Fiyat Bandın Altında!,-0.39,EMA200 Destek: 7.28 (%2.8 altta) | EMA5 Direnç: 7.72 (%3.1 üstte),7.34-8.16 (fiyat bandın içinde!),9.40-11.20 (%25.5 üstte),2.87,36.2,0.0,-0.83
IZENR,9.09,🔴 Düşüş Trendinde,🔴 SAT,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA100 Destek: 8.63 (%5.1 altta) | EMA5 Direnç: 9.22 (%1.4 üstte),4.20-4.54 (%50.1 altta),-,-,46.57,29.0,-0.73
IZFAS,68.75,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,0,EMA5 Destek: 65.41 (%4.9 altta),0.50-0.52 (%99.2 altta),-,156.28,60.74,51.97,0.28
IZINV,55.7,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,0,EMA200 Destek: 47.46 (%14.8 altta) | EMA100 Direnç: 58.32 (%4.7 üstte),55.10-63.70 (fiyat bandın içinde!),-,17.37,40.07,0.0,-0.86
